peptide_id,organism,mic_value_uM,mic_type,active_threshold_uM,inactive_threshold_uM,threshold_match_level,label,label_reason
136,Pseudomonas aeruginosa,125.0,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
136,Bacillus megaterium,0.7,exact,,,none,unlabeled,no_threshold_available
136,Bacillus subtilis,1.1,exact,,,none,unlabeled,no_threshold_available
137,Escherichia coli,3.5,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
137,Acinetobacter calcoaceticus,4.0,exact,,,none,unlabeled,no_threshold_available
137,Pseudomonas aeruginosa,10.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
137,Bacillus megaterium,0.4,exact,,,none,unlabeled,no_threshold_available
137,Bacillus subtilis,0.5,exact,,,none,unlabeled,no_threshold_available
138,Escherichia coli,7.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
138,Acinetobacter calcoaceticus,20.0,exact,,,none,unlabeled,no_threshold_available
138,Pseudomonas aeruginosa,10.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
138,Bacillus megaterium,0.25,exact,,,none,unlabeled,no_threshold_available
138,Bacillus subtilis,2.0,exact,,,none,unlabeled,no_threshold_available
139,Escherichia coli,80.0,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
139,Acinetobacter calcoaceticus,200.0,exact,,,none,unlabeled,no_threshold_available
139,Pseudomonas aeruginosa,200.0,censored,32.0,128.0,species,inactive,value_at_or_above_inactive_threshold
139,Bacillus megaterium,1.0,exact,,,none,unlabeled,no_threshold_available
139,Bacillus subtilis,100.0,exact,,,none,unlabeled,no_threshold_available
142,Staphylococcus aureus,32.0,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
142,Escherichia coli,64.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
142,Streptococcus pyogenes,4.0,exact,,,none,unlabeled,no_threshold_available
142,Acinetobacter baumannii,17.8,averaged,,,none,unlabeled,no_threshold_available
144,Staphylococcus aureus,196.0,averaged,32.0,128.0,species,inactive,value_at_or_above_inactive_threshold
144,Pseudomonas aeruginosa,116.0,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
144,Escherichia coli,26.0,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
144,Micrococcus luteus,25.0,censored,,,none,unlabeled,no_threshold_available
144,Staphylococcus hominis,39.0,censored,,,none,unlabeled,no_threshold_available
144,Pseudomonas fluorescens,136.0,censored,,,none,unlabeled,no_threshold_available
146,Acinetobacter baumannii,149.0,averaged,,,none,unlabeled,no_threshold_available
146,Staphylococcus aureus,52.0,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
146,Escherichia coli,31.6,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
146,Pseudomonas aeruginosa,127.0,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
146,Streptococcus gordonii,1590.0,censored,,,none,unlabeled,no_threshold_available
160,Escherichia coli,9.73,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
160,Salmonella typhimurium,16.8,exact,,,none,unlabeled,no_threshold_available
160,Pseudomonas aeruginosa,9.58,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
160,Bacillus subtilis,4.21,exact,,,none,unlabeled,no_threshold_available
160,Staphylococcus aureus,9.11,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
160,Staphylococcus epidermidis,4.21,exact,,,none,unlabeled,no_threshold_available
160,Streptococcus pyogenes,33.6,exact,,,none,unlabeled,no_threshold_available
160,Proteus vulgaris,33.6,exact,,,none,unlabeled,no_threshold_available
160,Xanthomonas citri,8.0,exact,,,none,unlabeled,no_threshold_available
160,Sinorhizobium meliloti,4.0,exact,,,none,unlabeled,no_threshold_available
160,Micrococcus luteus,1.1,censored,,,none,unlabeled,no_threshold_available
165,Escherichia coli,0.699,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
165,Salmonella enterica,1.05,exact,,,none,unlabeled,no_threshold_available
165,Pseudomonas aeruginosa,1.97,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
165,Burkholderia cepacia,22.4,censored,,,none,unlabeled,no_threshold_available
165,Staphylococcus aureus,22.4,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
165,Staphylococcus haemolyticus,22.4,averaged,,,none,unlabeled,no_threshold_available
165,Staphylococcus epidermidis,11.2,exact,,,none,unlabeled,no_threshold_available
165,Enterococcus faecalis,11.2,averaged,,,none,unlabeled,no_threshold_available
165,Listeria monocytogenes,5.59,exact,,,none,unlabeled,no_threshold_available
165,Streptococcus pyogenes,5.59,exact,,,none,unlabeled,no_threshold_available
165,Corynebacterium xerosis,0.349,exact,,,none,unlabeled,no_threshold_available
165,Mycobacterium tuberculosis,0.734,censored,,,none,unlabeled,no_threshold_available
165,Stenotrophomonas maltophilia,0.699,exact,,,none,unlabeled,no_threshold_available
165,Acinetobacter calcoaceticus,1.63,averaged,,,none,unlabeled,no_threshold_available
165,Enterobacter cloacae,1.63,averaged,,,none,unlabeled,no_threshold_available
165,Salmonella typhimurium,1.75,averaged,,,none,unlabeled,no_threshold_available
166,Escherichia coli,0.715,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
166,Salmonella enterica,0.715,exact,,,none,unlabeled,no_threshold_available
166,Pseudomonas aeruginosa,1.37,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
166,Burkholderia cepacia,22.9,censored,,,none,unlabeled,no_threshold_available
166,Staphylococcus aureus,10.0,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
166,Staphylococcus epidermidis,5.72,exact,,,none,unlabeled,no_threshold_available
167,Escherichia coli,1.35,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
167,Salmonella enterica,0.978,exact,,,none,unlabeled,no_threshold_available
167,Pseudomonas aeruginosa,0.876,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
167,Burkholderia cepacia,20.9,censored,,,none,unlabeled,no_threshold_available
167,Klebsiella pneumoniae,2.04,exact,,,none,unlabeled,no_threshold_available
167,Streptococcus pneumoniae,2.04,exact,,,none,unlabeled,no_threshold_available
167,Staphylococcus aureus,2.04,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
168,Escherichia coli,0.696,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
168,Salmonella enterica,0.696,exact,,,none,unlabeled,no_threshold_available
168,Pseudomonas aeruginosa,2.22,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
168,Burkholderia cepacia,22.3,censored,,,none,unlabeled,no_threshold_available
168,Staphylococcus aureus,5.55,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
168,Staphylococcus haemolyticus,4.17,averaged,,,none,unlabeled,no_threshold_available
168,Staphylococcus epidermidis,5.57,exact,,,none,unlabeled,no_threshold_available
168,Enterococcus faecalis,22.3,exact,,,none,unlabeled,no_threshold_available
168,Listeria monocytogenes,1.39,exact,,,none,unlabeled,no_threshold_available
168,Streptococcus pyogenes,2.78,exact,,,none,unlabeled,no_threshold_available
168,Corynebacterium xerosis,0.696,exact,,,none,unlabeled,no_threshold_available
168,Stenotrophomonas maltophilia,1.04,exact,,,none,unlabeled,no_threshold_available
168,Acinetobacter calcoaceticus,1.39,exact,,,none,unlabeled,no_threshold_available
168,Enterobacter cloacae,0.696,exact,,,none,unlabeled,no_threshold_available
169,Escherichia coli,0.721,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
169,Salmonella enterica,15.5,exact,,,none,unlabeled,no_threshold_available
169,Pseudomonas aeruginosa,5.04,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
169,Burkholderia cepacia,23.1,censored,,,none,unlabeled,no_threshold_available
170,Escherichia coli,0.602,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
170,Salmonella enterica,0.602,exact,,,none,unlabeled,no_threshold_available
170,Pseudomonas aeruginosa,0.961,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
170,Burkholderia cepacia,19.3,censored,,,none,unlabeled,no_threshold_available
171,Escherichia coli,1.57,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
171,Salmonella enterica,1.57,exact,,,none,unlabeled,no_threshold_available
171,Pseudomonas aeruginosa,9.76,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
171,Burkholderia cepacia,25.2,censored,,,none,unlabeled,no_threshold_available
172,Escherichia coli,0.676,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
172,Salmonella enterica,1.69,exact,,,none,unlabeled,no_threshold_available
172,Pseudomonas aeruginosa,1.13,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
172,Burkholderia cepacia,21.6,censored,,,none,unlabeled,no_threshold_available
173,Escherichia coli,0.677,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
173,Salmonella enterica,1.35,exact,,,none,unlabeled,no_threshold_available
173,Pseudomonas aeruginosa,1.12,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
173,Burkholderia cepacia,21.7,censored,,,none,unlabeled,no_threshold_available
174,Escherichia coli,0.329,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
174,Salmonella enterica,0.986,exact,,,none,unlabeled,no_threshold_available
174,Pseudomonas aeruginosa,0.853,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
174,Burkholderia cepacia,21.0,censored,,,none,unlabeled,no_threshold_available
175,Escherichia coli,0.944,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
175,Salmonella enterica,0.944,exact,,,none,unlabeled,no_threshold_available
175,Pseudomonas aeruginosa,1.26,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
175,Burkholderia cepacia,20.1,censored,,,none,unlabeled,no_threshold_available
176,Escherichia coli,1.75,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
176,Salmonella enterica,10.1,exact,,,none,unlabeled,no_threshold_available
176,Pseudomonas aeruginosa,7.61,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
176,Burkholderia cepacia,22.3,censored,,,none,unlabeled,no_threshold_available
177,Escherichia coli,0.652,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
177,Salmonella enterica,1.3,exact,,,none,unlabeled,no_threshold_available
177,Pseudomonas aeruginosa,1.14,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
177,Burkholderia cepacia,20.9,censored,,,none,unlabeled,no_threshold_available
178,Escherichia coli,0.607,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
178,Salmonella enterica,0.911,exact,,,none,unlabeled,no_threshold_available
178,Pseudomonas aeruginosa,4.18,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
178,Burkholderia cepacia,19.4,censored,,,none,unlabeled,no_threshold_available
179,Escherichia coli,1.43,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
179,Salmonella enterica,15.3,exact,,,none,unlabeled,no_threshold_available
179,Pseudomonas aeruginosa,7.84,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
180,Escherichia coli,0.703,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
180,Salmonella enterica,5.63,exact,,,none,unlabeled,no_threshold_available
180,Pseudomonas aeruginosa,5.29,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
181,Escherichia coli,1.35,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
181,Salmonella enterica,1.41,exact,,,none,unlabeled,no_threshold_available
181,Pseudomonas aeruginosa,2.08,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
181,Burkholderia cepacia,22.6,censored,,,none,unlabeled,no_threshold_available
181,Staphylococcus aureus,16.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
182,Escherichia coli,25.9,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
182,Salmonella enterica,25.9,censored,,,none,unlabeled,no_threshold_available
182,Pseudomonas aeruginosa,25.9,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
183,Escherichia coli,25.4,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
183,Salmonella enterica,25.4,censored,,,none,unlabeled,no_threshold_available
183,Pseudomonas aeruginosa,25.4,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
184,Escherichia coli,3.09,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
184,Salmonella enterica,24.7,censored,,,none,unlabeled,no_threshold_available
184,Pseudomonas aeruginosa,13.2,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
185,Escherichia coli,2.34,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
185,Salmonella enterica,1.02,exact,,,none,unlabeled,no_threshold_available
185,Pseudomonas aeruginosa,2.26,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
185,Burkholderia cepacia,21.8,censored,,,none,unlabeled,no_threshold_available
185,Staphylococcus aureus,32.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
186,Escherichia coli,11.5,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
186,Salmonella enterica,22.9,censored,,,none,unlabeled,no_threshold_available
186,Pseudomonas aeruginosa,22.9,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
187,Escherichia coli,4.75,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
187,Salmonella enterica,27.6,censored,,,none,unlabeled,no_threshold_available
187,Pseudomonas aeruginosa,27.6,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
188,Escherichia coli,29.2,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
188,Salmonella enterica,29.2,censored,,,none,unlabeled,no_threshold_available
188,Pseudomonas aeruginosa,29.2,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
189,Escherichia coli,10.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
189,Pseudomonas aeruginosa,30.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
189,Staphylococcus aureus,10.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
189,Bacillus subtilis,20.0,exact,,,none,unlabeled,no_threshold_available
190,Escherichia coli,60.0,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
190,Pseudomonas aeruginosa,150.0,exact,32.0,128.0,species,inactive,value_at_or_above_inactive_threshold
190,Staphylococcus aureus,40.0,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
190,Bacillus subtilis,5.0,exact,,,none,unlabeled,no_threshold_available
191,Escherichia coli,3.56,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
191,Pseudomonas aeruginosa,8.9,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
191,Staphylococcus aureus,1.78,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
191,Bacillus subtilis,3.56,exact,,,none,unlabeled,no_threshold_available
192,Escherichia coli,50.0,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
192,Pseudomonas aeruginosa,200.0,censored,32.0,128.0,species,inactive,value_at_or_above_inactive_threshold
192,Staphylococcus aureus,200.0,exact,32.0,128.0,species,inactive,value_at_or_above_inactive_threshold
192,Bacillus subtilis,200.0,censored,,,none,unlabeled,no_threshold_available
193,Escherichia coli,50.0,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
193,Pseudomonas aeruginosa,200.0,censored,32.0,128.0,species,inactive,value_at_or_above_inactive_threshold
193,Staphylococcus aureus,200.0,censored,32.0,128.0,species,inactive,value_at_or_above_inactive_threshold
193,Bacillus subtilis,200.0,censored,,,none,unlabeled,no_threshold_available
194,Escherichia coli,200.0,censored,32.0,128.0,species,inactive,value_at_or_above_inactive_threshold
